KEY,en,notes,sp,fr,de,it,pt-br
SETBONUS_CLERIC_DESC,"Если атака должна вырубить вас, оставляет вам 1 ОЗ. Не работает, если у вас 1 ОЗ.",,"Si esta unidad cayera abatida con un ataque, se quedaría con 1 PS. Mientras esté con 1 PS, esto no tiene efecto.","Si une attaque est censée vous mettre K.O., vous conservez 1&nbsp;PV. Tant que vous êtes à 1&nbsp;PV, cet effet ne se déclenche pas.","Behalte 1&nbsp;LP, wenn dich ein Angriff in Ohnmacht fallen lassen würde. Hat keine Wirkung, wenn du 1&nbsp;LP hast.","Un attacco che avrebbe dovuto mandarti KO, riduce invece i tuoi PS a 1. Se hai 1 PS, non c'è nessun effetto.","Se um ataque for deixar você inconsciente, permaneça com vida e 1 PV. Isto não possui efeito enquanto você possui 1 PV."
,,,,,,,
ARMOR_CATEARS_NAME,Обычные Уши,,Orejas normales,Oreilles ordinaires,Normale Ohren,Orecchie Normali,Orelhas Normais
ARMOR_CATEARS_DESC,,,,,,,
ARMOR_CATWHISKERS_NAME,Обычные Усы,,Bigotes corrientes,Moustaches ordinaires,Alltägliche Schnurrhaare,Baffi Normali,Bigodes Ordinários
ARMOR_CATWHISKERS_DESC,,,,,,,
ARMOR_CATCOLLAR_NAME,Обычный Ошейник,,Collar mundano,Collier ordinaire,Nichtssagendes Halsband,Collare Ordinario,Coleira Mundana
ARMOR_CATCOLLAR_DESC,,,,,,,
SETBONUS_COLLARLESS_NAME,Бонус Безошейникового Набора!,,¡Bonificación de conjunto sin collar!,Bonus d'ensemble&nbsp;: sans collier&nbsp;!,Setbonus: Klassenlos!,Bonus Set: Senza Collare!,Bônus de Conjunto Sem Coleira!
SETBONUS_COLLARLESS_DESC,Бесцветные заклинания стоят -1 ману.,,Los hechizos sin collar cuestan -1 de maná.,Vos sorts sans collier coûtent -1&nbsp;mana.,Klassenlose Zauber kosten -1&nbsp;Mana.,Lanciare incantesimi Senza Collare costa -1 mana.,Encantamentos sem coleira custam -1 de mana para serem lançados.
,,,,,,,
ARMOR_COOLMASK_NAME,Крутые Очки,,Gafas molonas,Lunettes stylées,Coole Brille,Occhiali alla Moda,Óculos Maneiros
ARMOR_COOLMASK_DESC,Хрупкие,,Fragilidad.,Fragile.,Zerbrechlich,Fragile.,Frágil
ARMOR_COOLARMOR_NAME,Крутая Рубашка,,Camisa molona,Tee-shirt stylé,Cooles Hemd,Camicia alla Moda,Camisa Maneira
ARMOR_COOLARMOR_DESC,Хрупкая,,Fragilidad.,Fragile.,Zerbrechlich,Fragile.,Frágil
ARMOR_COOLHAT_NAME,Крутая Шляпа,,Gorro molón,Chapeau stylé,Cooler Hut,Cappello alla Moda.,Chapéu Maneiro
ARMOR_COOLHAT_DESC,Хрупкая,,Fragilidad.,Fragile.,Zerbrechlich,Fragile.,Frágil
SETBONUS_COOL_NAME,Бонус Крутого Набора!,,¡Bonificación de conjunto molón!,Bonus d'ensemble&nbsp;: stylé&nbsp;!,Setbonus: Cool Cat!,Bonus Set: Alla Moda!,Bônus de Conjunto Maneiro!
SETBONUS_COOL_DESC,Части крутого набора больше не Хрупкие.,,Las piezas molonas ya no sufren fragilidad.,Les éléments de l'ensemble cool ne sont plus Fragiles.,Coole Setgegenstände sind nicht mehr zerbrechlich.,I pezzi del set Alla Moda non sono più fragili.,Peças do conjunto maneiro não são mais frágeis.
,,,,,,,
ARMOR_COPYCATHAT_NAME,Шляпа-Повторюшка,,Sombrero de imitador,Chapeau d'imitateur,Nachäfferhut,Cappello dell'Emulatore,Chapéu de Imitação
ARMOR_COPYCATHAT_DESC,Копирует пассивные эффекты вашего брелока.,,Copia los efectos pasivos de la baratija.,Copie les effets passifs de votre babiole.,Kopiert die Passiveffekte deines Zubehörs.,Copia gli effetti passivi del tuo ciondolo.,Copia os efeitos passivos do seu acessório.
ARMOR_COPYCATMASK_NAME,Маска-Повторюшка,,Máscara de imitador,Masque d'imitateur,Nachäffermaske,Maschera dell'Emulatore,Máscara de Imitação
ARMOR_COPYCATMASK_DESC,Копирует пассивные эффекты вашего брелока.,,Copia los efectos pasivos de la baratija.,Copie les effets passifs de votre babiole.,Kopiert die Passiveffekte deines Zubehörs.,Copia gli effetti passivi del tuo ciondolo.,Copia os efeitos passivos do seu acessório.
ARMOR_COPYCATSCARF_NAME,Шарф-Повторюшка,,Bufanda de imitador,Écharpe d'imitateur,Nachäfferschal,Sciarpa dell'Emulatore,Cachecol de Imitação
ARMOR_COPYCATSCARF_DESC,Копирует пассивные эффекты вашего брелока.,,Copia los efectos pasivos de la baratija.,Copie les effets passifs de votre babiole.,Kopiert die Passiveffekte deines Zubehörs.,Copia gli effetti passivi del tuo ciondolo.,Copia os efeitos passivos do seu acessório.
SETBONUS_COPYCAT_NAME,Бонус Набора-Повторюшки!,,¡Bonificación de conjunto de imitador!,Bonus d'ensemble&nbsp;: imitateur&nbsp;!,Setbonus: Nachäffer!,Bonus Set: Emulatore,Bônus de Conjunto de Imitação!
SETBONUS_COPYCAT_DESC,Копирует пассивные эффекты вашего брелока.,,Copia los efectos pasivos de la baratija.,Copie les effets passifs de votre babiole.,Kopiert die Passiveffekte deines Zubehörs.,Copia gli effetti passivi del tuo ciondolo.,Copia os efeitos passivos do seu acessório.
,,,,,,,
ARMOR_CYBORGHAT_NAME,Имплант Лобной Доли,,Implante de lóbulo frontal,Implant du lobe frontal,Frontallappenimplantat,Impianto del Lobo Frontale,Implante de Lobo Frontal
ARMOR_CYBORGHAT_DESC,"10% шанс телепортироваться на соседнюю клетку, когда враг выбирает вас целью.",,10 % de probabilidad de teletransportarse a una casilla contigua cuando un enemigo apunta a esta unidad.,10&nbsp;% de chances de vous téléporter sur une case voisine quand vous êtes pris pour cible par un ennemi.,"10%ige Wahrscheinlichkeit, dich auf ein benachbartes Feld zu teleportieren, wenn du von einem Gegner anvisiert wirst.",10% di probabilità di teletrasportarti in una casella adiacente quando ti prende di mira un nemico.,10% de chance de se teletransportar para um espaço vizinho ao entrar na minha de um inimigo.
ARMOR_CYBORGMASK_NAME,Имплант Зрительного Нерва,,Implante de nervio óptico,Implant du nerf optique,Sehnervenimplantat,Impianto del Nervo Ottico,Implante de Nervo Ótico
ARMOR_CYBORGMASK_DESC,"+1 дальность, +1 радиус.",,"+1 de alcance, +1 de extensión.","Portée +1, Allonge +1.",+1&nbsp;Reichweite.,"+1 al raggio d'azione, +1 alla portata.","+1 de alcance, +1 de envergadura."
ARMOR_CYBORGARMOR_NAME,Имплант Мозжечка,,Implante de cerebelo,Implant du cervelet,Kleinhirnimplantat,Impianto del Cervelletto,Implante de Cerebelo
ARMOR_CYBORGARMOR_DESC,+10% Шанс Крита.,,+10 % de probabilidad de crítico.,Chances de coup critique +10&nbsp;%.,+10&nbsp;% kritische Trefferchance.,+10% di probabilità di colpo critico.,+10% de chance de crítico.
SETBONUS_CYBORG_NAME,Бонус Набора Киборга!,,¡Bonificación de conjunto de cíborg!,Bonus d'ensemble&nbsp;: cyborg&nbsp;!,Setbonus: Cyborg!,Bonus Set: Cyborg!,Bônus de Conjunto de Ciborgue!
SETBONUS_CYBORG_DESC,Сделайте бонусный ход под управлением ИИ в конце первого раунда.,,Juega un turno de bonificación controlado por la IA al final de la primera ronda.,"En fin de première manche, vous jouez un tour de plus, étant contrôlé par l'IA.",Am Ende der ersten Runde erhältst du einen zusätzlichen computergesteuerten Zug.,"Alla fine del primo round, effettui un turno bonus controllato dall'IA.",Obtenha um turno sob controle do computador no final da primeira rodada.
,,,,,,,
ARMOR_DEBRISARMOR_NAME,Броня из Обломков,,Armadura de escombros,Armure de récup',Schuttrüstung,Armatura di Detriti,Armadura de Escombros
ARMOR_DEBRISARMOR_DESC,"+2 дальность, +1 Кинетические Шипы.",,"+2 de alcance, +1 de pinchos cinéticos.","Portée +2, Pics cinétiques +1.","+2&nbsp;Reichweite, +1&nbsp;Kinetiknadeln.","+2 al raggio d'azione, +1 Spuntoni Cinetici.","+2 de alcance, +1 de espinhos cinéticos."
ARMOR_DEBRISHAT_NAME,Шляпа из Обломков,,Sombrero de escombros,Chapeau de récup',Schutthelm,Cappello di Detriti,Chapéu de Escombros
ARMOR_DEBRISHAT_DESC,"+2 дальность, +1 Кинетические Шипы.",,"+2 de alcance, +1 de pinchos cinéticos.","Portée +2, Pics cinétiques +1.","+2&nbsp;Reichweite, +1&nbsp;Kinetiknadeln.","+2 al raggio d'azione, +1 Spuntoni Cinetici.","+2 de alcance, +1 de espinhos cinéticos."
ARMOR_DEBRISMASK_NAME,Маска из Обломков,,Máscara de escombros,Masque de récup',Schuttmaske,Maschera di Detriti,Máscara de Escombros
ARMOR_DEBRISMASK_DESC,"+2 дальность, +1 Кинетические Шипы.",,"+2 de alcance, +1 de pinchos cinéticos.","Portée +2, Pics cinétiques +1.","+2&nbsp;Reichweite, +1&nbsp;Kinetiknadeln.","+2 al raggio d'azione, +1 Spuntoni Cinetici.","+2 de alcance, +1 de espinhos cinéticos."
SETBONUS_DEBRIS_NAME,Бонус Набора Обломков!,,¡Bonificación de conjunto de escombros!,Bonus d'ensemble&nbsp;: récup'&nbsp;!,Setbonus: Schutt!,Bonus Set: Detriti!,Bônus de Conjunto de Escombros!
SETBONUS_DEBRIS_DESC,Ваша базовая атака наносит электрический урон и имеет +10% шанс Оглушения.,,El ataque básico inflige daño eléctrico y tiene +10 % de probabilidad de aturdir.,Votre attaque de base inflige des dégâts électriques et a +10&nbsp;% de chances d'infliger Étourdissement.,Dein Grundangriff verursacht elektrischen Schaden und verursacht mit +10%iger Wahrscheinlichkeit Betäubung.,Il tuo attacco base infligge danno elettrico e ha un +10% di probabilità di infliggere Stordimento.,Seu ataque básico causa dano elétrico e possui +10% de chance de atordoar.
,,,,,,,
ARMOR_DEMONICHAT_NAME,Демоническая Шляпа,,Gorro demoníaco,Chapeau démoniaque,Dämonischer Hut,Cappello Demoniaco,Chapéu Demoníaco
ARMOR_DEMONICHAT_DESC,"+3 Шипы. Протаптывание.
Вы больше не можете лечиться.",,"+3 de espinas. Pisotón.
Esta unidad ya no puede recuperar PS.","Épines +3. Piétinement.
Vos PV ne se régénèrent plus.","+3&nbsp;Dornen. Trampel.
Du kannst dich nicht mehr heilen.","+3 Spine. Calpestamento.
Non puoi più curarti.","+3 de espinhos. Atropelamento.
Você não pode mais se curar."
ARMOR_DEMONICMASK_NAME,Демоническая Маска,,Máscara demoníaca,Masque démoniaque,Dämonische Maske,Maschera Demoniaca,Máscara Demoníaca
ARMOR_DEMONICMASK_DESC,"+3 Кровоточащих Шипа.
Протаптывание. Кровотечение 3.",,"+3 de espinas hemorrágicas.
Pisotón. 3 de hemorragia.","Épines sanglantes +3.
Piétinement. Saignement +3.","+3&nbsp;Blutige Dornen.
Trampel. Blutung&nbsp;3.","+3 Spine Insanguinate.
Calpestamento. Sanguinamento 3.","+3 de espinhos de sangramento.
Atropelamento. Sangramento 3."
ARMOR_DEMONICNECKLACE_NAME,Демоническое Ожерелье,,Gargantilla demoníaca,Collier démoniaque,Dämonische Halskette,Collana Demoniaca,Colar Demoníaco
ARMOR_DEMONICNECKLACE_DESC,Ушиб 1. При получении урона получите +2 Урона.,,"1 de moratón. Al sufrir daño, obtiene +2 de daño.",Contusion +1. Dégâts +2&nbsp;quand vous subissez des dégâts.,"Beulen&nbsp;1. Wenn du Schaden erleidest, erhalte +2&nbsp;Schaden.","Livido 1. Quando subisci danno, ottieni +2 al Danno.","Contusão 1. Ao sofrer dano, obtenha +2 de dano."
SETBONUS_DEMONIC_NAME,Бонус Демонического Набора!,,¡Bonificación de conjunto demoníaco!,Bonus d'ensemble&nbsp;: démoniaque&nbsp;!,Setbonus: Dämon!,Bonus Set: Demoniaco!,Bônus de Conjunto Demoníaco!
SETBONUS_DEMONIC_DESC,При убийстве получите +6 Щита.,,"Al matar a una unidad, obtiene +6 de escudo.",Bouclier +6&nbsp;quand vous tuez un ennemi.,"Du erhältst +6&nbsp;Schild, wenn du etwas tötest.","Quando uccidi qualcuno, ottieni +6 allo Scudo.","Ao realizar uma baixa, obtenha +6 de escudo."
,,,,,,,
ARMOR_DINOHAT_NAME,Дино-Шляпа,,Gorro de dinosaurio,Chapeau dino,Dinosaurierhut,Cappello da Dinosauro,Chapéu de Dinossauro
ARMOR_DINOHAT_DESC,Союзники получают +1 [img:str] в начале каждой битвы.,,Los aliados obtienen +1 [img:str] al inicio de cada combate.,Les alliés bénéficient de [img:str] +1&nbsp;au début de chaque combat.,Verbündete erhalten am Anfang jedes Kampfes +1&nbsp;[img:str].,Gli alleati ottengono +1 alla [img:str] all'inizio di ogni battaglia.,Aliados obtêm +1 de [img:str] no início de cada batalha.
ARMOR_DINOMASK_NAME,Дино-Маска,,Máscara de dinosaurio,Masque dino,Dinosauriermaske,Maschera da Dinosauro,Máscara de Dinossauro
ARMOR_DINOMASK_DESC,Союзники получают +1 [img:con] в начале каждой битвы.,,Los aliados obtienen +1 [img:con] al inicio de cada combate.,Les alliés bénéficient de [img:con] +1&nbsp;au début de chaque combat.,Verbündete erhalten am Anfang jedes Kampfes +1&nbsp;[img:con].,Gli alleati ottengono +1 alla [img:con] all'inizio di ogni battaglia.,Aliados obtêm +1 de [img:con] no início de cada batalha.
ARMOR_DINONECKLACE_NAME,Дино-Ожерелье,,Gargantilla de dinosaurio,Collier dino,Dinosaurierhalskette,Collana da Dinosauro,Colar de Dinossauro
ARMOR_DINONECKLACE_DESC,Союзники получают +1 [img:spd] в начале каждой битвы.,,Los aliados obtienen +1 [img:spd] al inicio de cada combate.,Les alliés bénéficient de [img:spd] +1&nbsp;au début de chaque combat.,Verbündete erhalten am Anfang jedes Kampfes +1&nbsp;[img:spd].,Gli alleati ottengono +1 alla [img:spd] all'inizio di ogni battaglia.,Aliados obtêm +1 de [img:spd] no início de cada batalha.
SETBONUS_DINO_NAME,Бонус Дино-Набора!,,¡Bonificación de conjunto de dinosaurio!,Bonus d'ensemble&nbsp;: dino&nbsp;!,Setbonus: Dinosaurier!,Bonus Set: Dinosauro!,Bônus de Conjunto de Dinossauro!
SETBONUS_DINO_DESC,Союзники получают +5 [img:shield] в начале каждой битвы.,,Los aliados obtienen +5 [img:shield] al inicio de cada combate.,Les alliés bénéficient de [img:shield] +5&nbsp;au début de chaque combat.,Verbündete erhalten am Anfang jedes Kampfes +5&nbsp;[img:shield].,Gli alleati ottengono +5 allo [img:shield] all'inizio di ogni battaglia.,Aliados obtêm +5 de [img:shield] no início de cada batalha.
,,,,,,,
ARMOR_DIRTHAT_NAME,Шляпа из Комка Грязи,,Sombrero terroso,Chapeau boueux,Dreckiger Hut,Cappello Zolla di Terra,Chapéu de Torrão de Terra
ARMOR_DIRTHAT_DESC,"+2 Регенерация Маны, +2 Регенерация Здоровья.
Хрупкая и Ломкая пока мокрая.",,"+2 de regeneración de maná, +2 de regeneración de salud.
Esta unidad sufre fragilidad y endeblez mientras está mojada.","Régénération de mana +2, Régénération de PV +2.
Mouillé, devient Fragile et Cassant.","+2&nbsp;Manaregeneration, +2&nbsp;Lebensregeneration.
Zerbrechlich und spröde, wenn er nass ist.","+2 a Rigenerazione Mana, +2 a Rigenerazione Salute.
Fragile e friabile quando è bagnato.","+2 de regeneração de mana, +2 de regeneração de saúde.
Frágil e quebradiço ao molhar."
ARMOR_DIRTMASK_NAME,Маска из Комка Грязи,,Máscara terrosa,Masque boueux,Dreckige Maske,Maschera Zolla di Terra,Máscara de Torrão de Terra
ARMOR_DIRTMASK_DESC,"+2 Регенерация Маны, +2 Регенерация Здоровья.
Хрупкая и Ломкая пока мокрая.",,"+2 de regeneración de maná, +2 de regeneración de salud.
Esta unidad sufre fragilidad y endeblez mientras está mojada.","Régénération de mana +2, Régénération de PV +2.
Mouillé, devient Fragile et Cassant.","+2&nbsp;Manaregeneration, +2&nbsp;Lebensregeneration.
Zerbrechlich und spröde, wenn sie nass ist.","+2 a Rigenerazione Mana, +2 a Rigenerazione Salute.
Fragile e friabile quando è bagnata.","+2 de regeneração de mana, +2 de regeneração de saúde.
Frágil e quebradiço ao molhar."
ARMOR_DIRTARMOR_NAME,Ожерелье из Комка Грязи,,Gargantilla terrosa,Collier boueux,Dreckige Halskette,Collana Zolla di Terra,Colar de Torrão de Terra
ARMOR_DIRTARMOR_DESC,"+2 Регенерация Маны, +2 Регенерация Здоровья.
Хрупкая и Ломкая пока мокрая.",,"+2 de regeneración de maná, +2 de regeneración de salud.
Esta unidad sufre fragilidad y endeblez mientras está mojada.","Régénération de mana +2, Régénération de PV +2.
Mouillé, devient Fragile et Cassant.","+2&nbsp;Manaregeneration, +2&nbsp;Lebensregeneration.
Zerbrechlich und spröde, wenn sie nass ist.","+2 a Rigenerazione Mana, +2 a Rigenerazione Salute.
Fragile e friabile quando è bagnata.","+2 de regeneração de mana, +2 de regeneração de saúde.
Frágil e quebradiço ao molhar."
